sentence;label;prob
﻿It was made with a low budget, but it is quite fun. As an entertainment movie, I got a pass.;neutral;0.44035542011260986
Just as death waits at the end of life, love has its end, and it is feared that it is human.;fear;0.5338024497032166
Kim Ki-duk is a total disappointment.Director Kim Ki-duk will laugh.;surprise;0.464844286441803
When I first started the movie, I almost broke my monitor.;disgust;0.5094080567359924
What the hell is this? You shouldn't have done music in the middle of the story.;disgust;0.6177548766136169
Healing should start with punishing criminals before confessing.;surprise;0.2711324691772461
It's too much to do. I think you're playing around with the viewers. Is there any way to sue the director for making this crap? Stop it.;disgust;0.8142992258071899
I didn't know that King Gojong, who signed the first unequal treaty, would glorify this way when he lied that the Joseon army had beaten the Japanese ship in its own way when the U.S. sold a mine worth hundreds of billions of dollars and took it away from the U.S.;surprise;0.5354293584823608
I enjoy watching this kind of movie, but I wonder who the writer is. I can't even relate to why I fell in love and became a part of it. The actors' acting is a bit clumsy.;happiness;0.34888431429862976
Shameless Japanese ugliness It is absurd that the movie, which they portray as victims without remorse for their own mistakes, is released in Korea without conscience;disgust;0.9505684971809387
The rating is so high that it's gradually increasing. Personally, Amazing Spider-Man is very diverse.;surprise;0.9277243614196777
You shouldn't be swayed by emotion when you judge what you want to do and what you're destined to do.;disgust;0.4640178680419922
Wow, the trailer is fantastic. The actors' action scenes are better than I expected, but I'm going to see it because of Jeon Do-yeon.;disgust;0.5115143060684204
There's a comic movie like this. The whole atmosphere feels like a guerrilla camp, and there's a lot of quiet fun all over the place, shoveling in the desert, filming Antarctic diaries, and eventually sending women to save them.;happiness;0.9800072312355042
The boring movie that only showed Kim Hye-soo, the worst movie ever.;disgust;0.9058803915977478
I don't know why I made this movie. The director's lack of competence, comedy, action, and all of them are crude.;disgust;0.3951672613620758
I was worried that I would be disappointed because I expected so much before I watched it, but I could have expected more.;surprise;0.401230126619339
It's different every time I download it from it. It's boring. I should have seen it once.;neutral;0.5983167886734009
It's an age-old movie, but I need to balance out the absurd story.;surprise;0.6230752468109131
Sunset, who was so happy to see the two people reunited again, has become a similar age to the middle-aged Midnight.;surprise;0.5187914967536926
It's great. Life seems like a really well-organized scenario, so I was very sad and depressed watching it.;disgust;0.5814501643180847
Why don't we be more faithful at the point of Jeon Tae-il and explode the climax emotional line?;disgust;0.5339669585227966
I don't know what he was trying to convey to the audience. If the Job tree was a father, the family might have had a hard time, but the only thing that seemed to be the story of a daughter who thought of the tree as a father trying to protect the tree was that she eventually collapsed and lost her home.;surprise;0.6345863938331604
It's hard to eat it all because it's a plain Tom Yum Goong that doesn't taste like Sham.;disgust;0.9463544487953186
I really enjoyed watching this drama, but I still enjoyed it.;surprise;0.546904444694519
the terrible fact that it went beyond the comedy-like scenario and directing of the previous film.;disgust;0.3982281982898712
The actors were great, but the music and the story are really boring. I've wasted my time.;surprise;0.43878865242004395
It's funny, but you're supposed to be self-assertive. You're not following the ratings.;neutral;0.5274595022201538
When my stepfather was beaten, I felt relieved but bitter.;anger;0.47818389534950256
Marilyn Monroe, when I was a kid, everyone in the world wanted to look at me, but now I want only one person in the world to love me.;disgust;0.8214293122291565
The talent for mixing the familiar formula deliciously, but it's depravity compared to the prison wind.;surprise;0.7249095439910889
I watched all the movies and came here. What's wrong with the ratings? It was a movie that was made very well. I watched a movie that was fun and made well.;neutral;0.7816166877746582
After watching the crazy movie, all I could say was swear words. I can't believe you're talking about an independent movie.;surprise;0.34344467520713806
End a world where only the director of failure knows about experimental deviance.;disgust;0.5105347037315369
I remember the scene where the pilot jumped off when I.DARK when he was giving a spoiler.;surprise;0.6625370383262634
It was a calm but lingering movie.Your acting was great.;neutral;0.40699443221092224
I don't watch movies about sports, but I watched them, and they didn't kill me yet.;neutral;0.6500317454338074
Don't be fooled by a preview of a philosophical and religious film. a study of religion;disgust;0.8552908301353455
Express a subject Only takes the most typical conditions A topic also draws only superficial;disgust;0.3948337137699127
"What's the guy who wrote ""The Scum of Memories?"" Have you ever seen a movie?";neutral;0.5203965902328491
I just happened to watch it. I wish I had seen it before my dad died. I love you.Dad, too much.;disgust;0.4241008460521698
For your information, if you look at the last one, you'll find the last one.For those of you who feel empty, there's a scene where Hayori appears in the ending picture and feathers fly from the hill at the end.If there's a bell, it's alive. If it's possible, there's a dish.;sadness;0.9724624752998352
