sentence;label;prob
I made a budget is quite funny as the Movie passing grade;neutral;0.4855497479438782
At the end of life, because people love to the end, even as there is death waiting frightened;fear;0.6536195874214172
Kim Ki-duk is a shit look at the smile seemed disappointed director Kim Ki-duk;disgust;0.9693880081176758
Monitor almost real bad when you throw first started the movie and Hagen;disgust;0.7006778120994568
What distracted.I should not see this as a real and truly in the details Face the music;disgust;0.7023298740386963
Healing must begin to punish the offenders prior to confess;anger;0.5344140529632568
Looks so real even if it haneungeot jangnanjil Be million viewers against YAG eopna way to sue this garbage created by writer director;disgust;0.7929076552391052
Empress Trang selling cigars billions of old mines won ten thousand US dollars-old mine in the United States is to take away galttae given alone and joined the first unequal treaty you have to invade to joseonyoung the Japanese Zen attacks hanikkan joseongun a lie that indulgent defeated the Japanese Zen the US did not speak in this way Gojong;disgust;0.28533852100372314
When viewing awake fun movie of this sort I wrote that the artist who wondered why so poorly I fell in love with the program what set do not even sympathize a little smoke also learn to stand up;surprise;0.5131348371505737
Without reflection on Japan's own fault blatant ugliness is their quirky whilst youre in the country indeut without a green conscience movies victims;disgust;0.8293104767799377
Rated as a point so high that private bookstores Zoom Amazing Spider-Man is byeolroda;surprise;0.6577950716018677
Do not shake the feeling when the line judge of what you want to do this work and destiny;happiness;0.5245402455329895
Oh, it's a fantastic trailer, why do I still have to learn the forehead rated aeksyeonssin Ascent expects more than four stories Death dokkki I'm due to see the ball'm Jeon;surprise;0.7043007016181946
What this mean, you could hit a pretty comical movie feeling whole atmosphere is childhood saw guerrilla sheds gentle fun I have herpes everywhere and gums while shoveling in the desert They eventually cross the Antarctic Journal hew to rescue the doeseo women alone, Sent GNOME woman haejum nine;happiness;0.9422169327735901
Boring film showed only the worst movie aetdin Kim Hess;disgust;0.869675874710083
Why make this film I do not know whether a lack of competence of the director said action applied comedy is crude, as one;surprise;0.3517247140407562
I was so worried about disappointing expectations before the movie ateul fine, even though rather more expected;disgust;0.34541234374046326
It takes at different times had beautiful fresh every time I see once fed once bolgeol;disgust;0.7209333777427673
But it's the film I get to equalize the balance of nowhere with no embarrassing stories ratings below;sadness;0.3079836964607239
I figure seemed good to watch the two men a reunion of two people back to Sunrise Sunset also so glad now slip through the slip Midnight middle age was the same age as the two men pledged again years later and;disgust;0.72959303855896
Wonderful life was sad and depressing indeed looked like a real ingeo woven screenplay;disgust;0.71379554271698
Would it faithfully than at the time of the explosion Single Spark How was shifted to a climax when gamjeongseon;surprise;0.4824742376804352
I do not know that you want to deliver what the audience well versed Job trees father if the family is not difficult thing is the daughter thought the Father trees makin show's only one more thing to defend the trees eventually lose to the collapsed house made;surprise;0.5116556882858276
Ttomyangkkung unique taste like Siamese is boring because it's hard to eat without ttomyangkkung;disgust;0.9724377989768982
But I've been really fun drama jaemiteotda;neutral;0.5389654040336609
Comedy is a terrible fact surpassed the scenario and director of the first part;disgust;0.6324072480201721
But I figured it was good actors abandoned eopneyo really fun time from the music to the story;disgust;0.535579264163971
I gotta look Enjoyed ranked as self-organizing ehyu thing is not to follow ratings;surprise;0.5918840169906616
Trick was also cool but bitter when my father beat up right;disgust;0.7574722766876221
I wanted everyone to share the road and look at your own life when Marilyn Monroe was a kid but now I want you to have only one person in the world I love my own;disgust;0.44692668318748474
Toss gently official familiar with the talent that delicious but it is compared to the Prison on Fire Fall;surprise;0.6652763485908508
Here is the movie to see the movie deoni why the rating is made yireotji very well after a long time I've been I heard good jam making movies;neutral;0.4271400272846222
Yokman came to see the crazy movie sticky sort of thing in the intergranular independent film Drip value attend;disgust;0.8112242817878723
World experimental deviations failure supervision only know kkeutnaera is only fiction;surprise;0.4247504472732544
This was when this news to sports Carrick remember or realize leaping pilots will fly Scene;disgust;0.4670436680316925
But the movie was calm lingering smoke that I liked more than two people in;disgust;0.9110429883003235
It is only the higher rated sports movies I looked dead, not my sense of security in tow yet;surprise;0.5594421029090881
Study on Do not be hooked up to the philosophy of religion religious Movie Trailer Lim;neutral;0.5323320627212524
Subjects taking only represent the most typical condition of the subject, too superficial to only draw;surprise;0.29062730073928833
What are human too little movie called garbage memorable Did've seen the movie;disgust;0.7314465641975403
I wish to see if unintentionally doetneunde life movie dad died before he bwatdeo I love my dad so much;disgust;0.6404761075973511
Note Oh look at the end to guess the dishes when the last comes to cooking for those who inform deuryeoyo Can I see that emptiness came to food appeared in the picture, and ending on the last scene hwinalrineun feather in the back drop of hills alive sound machine;disgust;0.7377699613571167
The location itself is interesting only jeongjak movie soon be forgotten films;neutral;0.7137532830238342
One just trying to look always beautiful in Khmer drama, a lot of these ideas haetneunde two flicks completely makes sense to think about something else doeguyo certainly deliver maps to anticipate what the director so much will I think the scenario to see selected films and directors unhappy that do not forgive not;disgust;0.5566945672035217
Im scared waste two trillion kinds of information is ridiculous too unkind hammwon gatjaneun got it all;surprise;0.2668182849884033
Really great but I wanted to see on stage is gonna Although reduced to three hours and a half watering ppyaego I cross the wrong expectations, but beauty is only potentiometers gaejjeol Empty Sunni people just let the guys go see seyoung ride on our hyeokjae;disgust;0.9376949667930603
I do not even do brilliant except the spectacular film that the actors came out anhaeteul would've seen the scenario changes, but it is entirely up to the last Feasible lady.Wanting something the validity of the continued lack of information'm making movies, I thought, why Do I see this;disgust;0.47347351908683777
Incredibly, only created a character with special abilities did revive that character better than pity is that the character of the protagonist boring later deployment liked;disgust;0.3901031017303467
Why were the old days apart jaemit time to do more than this mini fun days;surprise;0.6173776388168335
I saw myself just as I cook horror movies afraid to drive to the real smoke awkward museounji;disgust;0.4414084255695343
This grade of film halfway position. What neither erotic nor drama;surprise;0.4916723072528839
All live live this crazy movie yet cheombo nek looking to go becomes a genre of movies Off I want a damn vague than it really is not a real movie stars ahnwak middle shameful place whatnot shove;disgust;0.891455888748169
But the superposition of boring stories from the early and mid late I Commitment No kidding love aeteut;happiness;0.2356516271829605
It changes so than the movie back to the youth, especially fine way to go this set of mum and daughter also released exciting saekdareuda;neutral;0.7292941212654114
It chest is warm and could again feel the power of film;happiness;0.9894662499427795
Real live live in sub Trang, Nam-joo was the first leading drama Was not load the Nam-joo;surprise;0.4945102632045746
Ishikawa keen eye that holds the target is matched by greater oversight Chapter Jia seems not;disgust;0.4744875133037567
I talk nonsense confession of evil warfare, but that thirst baejaem more cool movie every time I see something cool in our country nowadays;disgust;0.5957720279693604
A little more than others in the series, however, the scene of the confrontation with Drago is awesome;fear;0.3418562710285187
